﻿﻿﻿﻿﻿﻿﻿﻿Company_Names,Company_website,Company_PR_Website
"Celator Pharmaceuticals, Inc.",https://www.jazzpharma.com/,http://investor.jazzpharma.com/phoenix.zhtml?c=210227&p=irol-newsPage
"Celdara Medical, LLC",http://celdaramedical.com/,http://www.celdaramedical.com/#section7
"Celek Pharmaceuticals, LLC",none,
Celgene Corporation,http://www.celgene.com/,https://www.celgene.com/newsroom/press-releases/
Celimmune LLC,http://celimmune.com/,http://celimmune.com/press-releases/
Cell Medica Ltd.,https://cellmedica.co.uk/,https://cellmedica.co.uk/category/press-releases/
"Cell Therapy, Ltd.",http://www.celixir.com/,http://www.celixir.com/for-media
CellAct Pharma GmbH,http://cellact.eu/company.html,http://cellact.eu/news.html
Cellceutix Corporation,http://www.cellceutix.com/,http://www.cellceutix.com/newsroom-1/
"Celldex Therapeutics, Inc.",http://celldex.com/,http://ir.celldex.com/releases.cfm
"Cellectar Biosciences, Inc.",http://cellectar.com/,http://investor.cellectar.com/releases.cfm?view=all
Cellectis SA,http://www.cellectis.com/,http://www.cellectis.com/en/journalist/press-releases
"Cellerant Therapeutics, Inc.",http://cellerant.com/,http://cellerant.com/news.html
Cellona Therapeutics,http://www.cellonarx.com/,
"Celltrion, Inc.",http://www.celltrion.com/en/,https://www.celltrion.com/en/pr/news.do
"Cellular Biomedicine Group, Inc.",http://www.cellbiomedgroup.com/,http://www.cellbiomedgroup.com/newsroom/
CEL-SCI Corporation,http://www.cel-sci.com/,http://www.cel-sci.com/press_releases.html
Celtaxsys Inc.,http://www.celtaxsys.com/,http://www.celtaxsys.com/News/
"Cempra, Inc.",http://www.cempra.com/,http://www.cempra.com/news/press/
Centrexion Therapeutics,http://centrexion.com/,http://centrexion.com/media-center/
"Centrose, LLC",http://www.centrosepharma.com/,http://www.centrosepharma.com/press/
Cerecor Inc.,http://www.cerecor.com/,http://ir.cerecor.com/press-releases
"Cerenis Therapeutics, Inc.",http://www.cerenis.com/en,http://www.cerenis.com/en/media-en/press-releases/
"CerRx, Inc.",http://cerrx.com/,https://bionews-tx.com/news/news-tags/cerrx/
Cerulean Pharma Inc.,http://ceruleanrx.com/,http://ir.ceruleanrx.com/releases.cfm?view=all
"Changchun Huayang High-tech Co., Ltd",http://www.hygk.com.cn/english/,
"Charleston Laboratories, Inc.",http://charlestonlabs.com/,http://charlestonlabs.com/category/press-releases/
"Chase Pharmaceuticals Corporation, Inc.",http://www.chasepharmaceuticals.com/home,http://www.chasepharmaceuticals.com/news
"ChemoCentryx, Inc.",http://www.chemocentryx.com/,http://ir.chemocentryx.com/releases.cfm
"Chiasma, Inc.",http://www.chiasmapharma.com/,http://ir.chiasmapharma.com/phoenix.zhtml?c=254057&p=irol-news&nyo=0
"Chimerix, Inc.",http://www.chimerix.com/,http://www.chimerix.com/news-insights/
"China Biologic Products, Inc.",http://chinabiologic.com/,http://chinabiologic.investorroom.com/index.php?s=43
Chong Kun Dang Pharmaceutical Corp.,http://chongkundang.en.ec21.com/,
Chroma Therapeutics Limited,http://www.chromatherapeutics.com/,http://www.chromatherapeutics.com/Press-Releases.htm
"Chronos Therapeutics, Ltd.",http://chronostherapeutics.com/,http://chronostherapeutics.com/news-events/press-releases
ChronTech Pharma AB,none,
"Chugai Pharmaceutical Co., Ltd.",https://www.chugai-pharm.co.jp/english/index.html,https://www.chugai-pharm.co.jp/english/
"Cidara Therapeutics, Inc.",https://www.cidara.com/,https://www.cidara.com/about/newsroom/
Cipher Pharmaceuticals Inc.,http://www.cipherpharma.com/,http://news.cipherpharma.com/phoenix.zhtml?c=176724&p=irol-news&nyo=0
Circassia Ltd.,http://www.circassia.com/,http://www.circassia.com/media/press-releases/
"Citius Pharmaceuticals, Inc.",https://www.citiuspharma.com/,http://ir.citiuspharma.com/press-releases
Clanotech AB,http://clanotech.se/,http://www.clanotech.se/news.asp
Clarus Therapeutics Inc.,http://www.clarustherapeutics.com/,http://www.clarustherapeutics.com/content/investors-and-media/press-releases.htm
"Clearside Biomedical, Inc.",http://clearsidebio.com/,http://clearsidebio.com/news/press-releases/
"Clementia Pharmaceuticals, Inc.",http://clementiapharma.com/,http://clementiapharma.com/news/
"Cleveland BioLabs, Inc.",http://www.cbiolabs.com/,http://irdirect.net/CBLI/press_releases?
Clevexel Pharma SAS,http://www.clevexelpharma.com/en/,http://www.clevexelpharma.com/en/category/press-releases/
Clinuvel Pharmaceuticals Ltd.,http://www.clinuvel.com/,http://www.clinuvel.com/en/investors/news-publications/announcements
"Clovis Oncology, Inc.",http://clovisoncology.com/,http://ir.clovisoncology.com/phoenix.zhtml?c=247187&p=irol-IRHome
co.don AG,http://www.codon.de/home.html?L=1,http://www.codon.de/news-overview.html?L=1
"CoDa Therapeutics, Inc.",http://codatherapeutics.com/,
Coeruleus Ltd.,none,
Cognition Therapeutics,http://cogrx.com/,http://cogrx.com/category/news/
"Coherus BioSciences, Inc.",http://www.coherus.com/,http://investors.coherus.com/phoenix.zhtml?c=253655&p=irol-news&nyo=0
Colby Pharmaceutical Company,http://colbypharma.com/,
"Cold Genesys, Inc.",http://www.coldgenesys.com/,http://www.coldgenesys.com/news/
"Collegium Pharmaceutical, Inc.",http://www.collegiumpharma.com/,http://ir.collegiumpharma.com/phoenix.zhtml?c=253995&p=irol-news&nyo=0
"CoLucid Pharmaceuticals, Inc.",http://www.colucid.com/,http://www.colucid.com/news-2/press-releases/
"CoMentis, Inc.",http://comentis.com/,http://comentis.com/news-room/
"Conatus Pharmaceuticals, Inc.",http://www.conatuspharma.com/,http://ir.conatuspharma.com/releases.cfm
"Concert Pharmaceuticals, Inc.",http://www.concertpharma.com/,http://ir.concertpharma.com/releases.cfm
"ConjuChem, LLC",http://www.conjuchem.com/,http://www.conjuchem.com/news
ContraFect Corporation,http://www.contrafect.com/,http://www.contrafect.com/news/press-releases
"ContraVir Pharmaceuticals, Inc.",https://contravir.com/,http://ir.contravir.com/news-releases
Corcept Therapeutics Inc.,http://www.corcept.com/,http://www.corcept.com/news_events
Coridon Pty Ltd,http://www.admedusimmunotherapies.com/,http://www.admedus.com/us/investor-centre-2/asx-announcements/
"Corium International, Inc.",http://www.coriumintl.com/,http://ir.coriumgroup.com/releases.cfm
CorMedix Inc.,http://www.cormedix.com/,http://www.cormedix.com/media-publications/news/
Cornerstone Pharmaceuticals,http://www.cornerstonepharma.com/,http://cornerstonepharmacy.com/news/
"Cortice Biosciences, Inc.",http://corticebio.com/,
"Corvus Pharmaceuticals, Inc.",http://www.corvuspharma.com/,http://investor.corvuspharma.com/phoenix.zhtml?c=254276&p=irol-news&nyo=0
Cosmo Pharmaceuticals S.p.A.,http://www.cosmopharmaceuticals.com/,http://www.cosmopharmaceuticals.com/news-and-media/press-releases-and-company-news
"Cour Pharmaceutical Development Company, Inc.",http://www.courpharma.com/,http://www.courpharma.com/news-and-publications/
"CPEX Pharmaceuticals, Inc.",http://www.cpexpharmaceuticals.com/,
"Crescita Therapeutics, Inc.",http://www.crescitatherapeutics.com/,http://crescitatherapeutics.mediaroom.com/
"Crestone, Inc.",http://www.crestonegroup.com/,
CRISPR Therapeutics,http://crisprtx.com/,http://ir.crisprtx.com/phoenix.zhtml?c=254376&p=irol-news&nyo=0
Critical Pharmaceuticals,http://www.criticalpharmaceuticals.com/,http://www.criticalpharmaceuticals.com/latest/news
"CrystalGenomics, Inc.",http://www.crystalgenomics.com/en/company/main.html,http://www.crystalgenomics.com/en/news/news.php
CSL Limited,http://www.csl.com.au/,http://www.csl.com.au/newsroom
Cumberland Pharmaceuticals Inc.,http://www.cumberlandpharma.com/,http://investor.shareholder.com/cpix/releases.cfm
"CuraVac, Inc",http://www.curavac.com/,http://www.curavac.com/press-release-2/
"CureDM Group Holdings, LLC",http://www.curedm.com/,http://www.curedm.com/news.php
"Curemark, LLC",http://curemark.com/,http://curemark.com/news-media/
CureVac GmbH,http://www.curevac.com/,http://www.curevac.com/newsroom/press-releases/
"Curis, Inc.",http://www.curis.com/,http://investors.curis.com/releases.cfm?view=all
"Cyclacel Pharmaceuticals, Inc.",http://www.cyclacel.com/,http://investor.cyclacel.com/releases.cfm
"CymaBay Therapeutics, Inc.",http://www.cymabay.com/,http://ir.cymabay.com/press-releases
Cynvec LLC,http://cynvec.com/,
"CytoDyn, Inc.",http://www.cytodyn.com/,http://www.cytodyn.com/media/press-releases
"Cytokinetics, Inc.",http://cytokinetics.com/,http://ir.cytokinetics.com/phoenix.zhtml?c=142156&p=irol-news&nyo=0
"CytomX Therapeutics, Inc.",http://cytomx.com/,http://ir.cytomx.com/phoenix.zhtml?c=254195&p=irol-news&nyo=0
CytoVac A/S,http://cytovac.com/,http://cytovac.com/investors-and-media/news/
Daewoong Pharmaceutical Company Ltd.,http://www.daewoong.com/,http://www.daewoong.com/Sub06/Sub06_0101.asp
"Daiichi Sankyo Co., Ltd.",http://www.daiichisankyo.com/,http://www.daiichisankyo.com/media_investors/media_relations/press_releases/index.html
Dance Biopharm Inc.,http://dancebiopharm.com/,http://dancebiopharm.com/news/
Dart NeuroScience LLC,http://www.dartneuroscience.com/,http://www.dartneuroscience.com/PressReleases.php
Daval International Limited,http://davalinternational.com/,http://davalinternational.com/news.html
DBV Technologies,https://www.dbv-technologies.com/en,https://www.dbv-technologies.com/en/news-events/press-release
DCPrime B.V.,http://www.dcprime.nl/,http://www.dcprime.nl/newspage/archive-newsflashes/
Debiopharm S.A.,https://www.debiopharm.com/,https://www.debiopharm.com/en/medias/press-release.html
"Delcath Systems, Inc.",http://delcath.com/,
Delenex Therapeutics AG,http://www.delenex.com/,
"DelMar Pharmaceuticals, Inc.",http://www.delmarpharma.com/,http://ir.delmarpharma.com/press-releases
Deltanoid Pharmaceuticals Inc.,http://deltanoid.com/,http://deltanoid.com/pressrelease.php
Denovo Biopharma,http://denovobiopharma.com/,http://www.denovobiopharma.com/Denovo_Lilly_News.html
"Depomed, Inc.",http://www.depomed.com/,http://investor.depomedinc.com/phoenix.zhtml?c=97276&p=irol-news&nyo=0
"Derma Sciences, Inc.",http://www.dermasciences.com/,http://www.ir.dermasciences.com/phoenix.zhtml?c=107533&p=irol-newsroom
"Dermata Therapeutics, LLC",http://www.dermatarx.com/,http://www.dermatarx.com/news
Dermipsor Ltd.,http://www.nextgen-biomed.com/,
Dermira Inc.,http://dermira.com/,http://investor.dermira.com/phoenix.zhtml?c=253686&p=irol-news&nyo=0
Destiny Pharma,http://www.destinypharma.com/,http://www.destinypharma.com/category/press-release/
DexTech Medical AB,http://dextechmedical.com/,http://dextechmedical.com/en/press-releases/
DiaMedica Inc.,http://www.diamedica.com/,http://www.diamedica.com/news/press-releases
Diamyd Medical AB,http://www.diamyd.com/,http://www.diamyd.com/docs/PressView.aspx
Diasome Pharmaceuticals,http://diasomepharmaceuticals.com/,http://diasomepharmaceuticals.com/publications-news/
"DiaVacs, Inc.",http://diavacs.us.com/,http://diavacs.us.com/news/
"Dicerna Pharmaceuticals, Inc.",http://dicerna.com/,http://investors.dicerna.com/releases.cfm?view=all
"Digna Biotech, S.L.",none,
Dilafor AB,http://www.karolinskadevelopment.com/en/,http://www.karolinskadevelopment.com/en/ir/press-releases/
Dilaforette AB,http://www.modustx.com/,http://www.modustx.com/media/press-release/
"Dipexium Pharmaceuticals, Inc.",http://www.dipexiumpharmaceuticals.com/,http://www.dipexiumpharmaceuticals.com/media-center/press-releases
DNage BV,none,
"DNAtrix, Inc.",http://www.dnatrix.com/,http://www.dnatrix.com/news/
Domainex Ltd,http://www.domainex.co.uk/,http://www.domainex.co.uk/press-room
"Dong-A Socio Holdings Co., Ltd",http://en.donga.co.kr/Main.da,http://en.donga-st.com/B06.da?method=publicityList
D-Pharm Ltd.,none,
Dr. Falk Pharma GmbH,http://www.drfalkpharma.com/,
Dr. Reddy's Laboratories,http://www.drreddys.com/,http://www.drreddys.com/media/press-releases.aspx
DS Biopharma,http://www.dsbiopharma.com/,http://www.dsbiopharma.com/press-releases/
Duchesnay Inc.,https://www.duchesnay.com/en/,https://www.duchesnay.com/en/press-room
Dynamix Pharmaceuticals,none,
Dynavax Technologies Corporation,http://www.dynavax.com/,http://investors.dynavax.com/releases.cfm?view=all
DynPort Vaccine Company LLC,https://www.csra.com/dvc/,https://www.csra.com/dvc/news
"Eagle Pharmaceuticals, Inc.",http://www.eagleus.com/,http://investor.eagleus.com/press-releases
"Edge Therapeutics, Inc.",http://www.edgetherapeutics.com/,http://investors.edgetherapeutics.com/phoenix.zhtml?c=253911&p=irol-news&nyo=0
"Edgemont Pharmaceuticals, LLC",http://edgemontpharma.com/,http://edgemontpharma.com/news/
Edimer Pharmaceuticals,none,
"Edison Pharmaceuticals, Inc.",http://edisonpharma.com/,http://edisonpharma.com/press-releases/
Editas Medicine,http://www.editasmedicine.com/,http://ir.editasmedicine.com/phoenix.zhtml?c=254265&p=irol-news&nyo=0
EffRx Pharmaceuticals SA,https://www.effrx.com/,https://www.effrx.com/press-releases/
Egalet Corporation,http://egalet.com/,http://egalet.investorroom.com/news-releases
"Eiger BioPharmaceuticals, Inc.",http://www.eigerbio.com/,http://www.eigerbio.com/category/press-releases/
"EIP Pharma, LLC",http://www.eippharma.com/company.html,http://www.eippharma.com/contact-and-news.html
Ekomed LLC,http://www.ekcomed.com/,http://www.ekcomed.com/ekcomed-news
"Elcelyx Therapeutics, Inc.",http://elcelyx.com/,http://elcelyx.com/news/press-releases/
"Eleison Pharmaceuticals, LLC",http://eleison-pharma.com/,http://eleison-pharma.com/news.php
Eleos Inc.,http://www.eleos.org/,
"Eleven Biotherapeutics, Inc.",http://www.elevenbio.com/,http://ir.elevenbio.com/releases.cfm
Eli Lilly & Company,https://www.lilly.com/,https://www.lilly.com/newsroom/press-releases
"Elite Pharmaceuticals, Inc.",http://www.elitepharma.com/,http://ir.elitepharma.com/press_releases
"Elorac, Inc.",http://eloracpharma.com/,
"Emergent BioSolutions, Inc.",https://emergentbiosolutions.com/,http://investors.emergentbiosolutions.com/phoenix.zhtml?c=202582&p=irol-news&nyo=0
"Emisphere Technologies, Inc.",http://emisphere.com/,http://ir.emisphere.com/releases.cfm
Emotional Brain BV,http://www.emotionalbrain.nl/,https://www.emotionalbrain.nl/official-press-releases
EMS,http://www.ems.com/,http://www.ems.com.br/sala-de-imprensa-ems-farmaceutica.html
Enceladus Pharmaceuticals BV,http://enceladus.nl/,http://enceladus.nl/news/
EndoCeutics Inc.,http://www.endoceutics.com/,http://www.endoceutics.com/medias/press-coverage/
"Endocyte, Inc.",http://endocyte.com/,http://investor.endocyte.com/releases.cfm
Enlivex Therapeutics Ltd.,http://www.enlivex.com/,
Enterome Bioscience,http://www.enterome.com/,http://www.enterome.com/category/news/
"Enumeral Biomedical Holdings, Inc.",http://enumeral.com/,http://enumeral.com/news-events/press-releases.php
Envisia Therapeutics,http://www.envisiatherapeutics.com/,http://www.envisiatherapeutics.com/category/announcements/
"Enzon Pharmaceuticals, Inc.",http://enzon.com/,http://investor.enzon.com/releases.cfm
Epeius Biotechnologies Corporation,none,
"EpicentRx, Inc.",http://www.epicentrx.com/,http://www.epicentrx.com/?page_id=529
"Epiphany Biosciences, Inc.",http://www.epiphanybio.com/,
"Epizyme, Inc.",http://www.epizyme.com/,http://amda-1rbic2.client.shareholder.com/releases.cfm
"Esanex, Inc.",none,
"Esperance Pharmaceuticals, Inc.",https://esperancepharma.com/,https://esperancepharma.com/news-information/
"Esperion Therapeutics, Inc.",http://www.esperion.com/,http://investor.esperion.com/releases.cfm
"ESSA Pharma, Inc.",http://www.essapharma.com/,
"Essentialis, Inc.",http://essentialistherapeutics.com/,http://essentialistherapeutics.com/news/
e-Therapeutics plc,http://www.etherapeutics.co.uk/,http://www.etherapeutics.co.uk/media/overview/
Ethypharm,http://www.ethypharm.com/,http://www.ethypharm.com/medias/?type=actualites
Etubics Corporation,http://etubics.com/,http://etubics.com/category/news-press-releases/
"EuBiologics Co., Ltd.",http://www.eubiologics.com/en/main/,http://www.cmocro.com/news.php
"Euthymics Bioscience, Inc.",http://euthymics.com/,http://euthymics.com/category/press-releases/
"Evofem, Inc.",http://www.evofem.com/,http://www.evofem.com/news-archive/
"Evoke Pharma, Inc.",http://evokepharma.com/,http://investor.evokepharma.com/releases.cfm
Evolva Holding SA,http://www.evolva.com/,http://www.evolva.com/news-and-media/press-releases/
Evotec AG,https://www.evotec.com/,https://www.evotec.com/archive/en
"Exelixis, Inc.",http://exelixis.com/,http://exelixis.com/investors-media/press-releases
ExperGen Drug Development GmbH,none,
"EyeGate Pharmaceuticals, Inc.",http://www.eyegatepharma.com/,http://www.eyegatepharma.com/category/press-release/
F2G Ltd,http://www.f2g.com/,http://www.f2g.com/news/
"FAES Farma, S.A.",https://faesfarma.com/,
"Faron Pharmaceuticals, Ltd.",http://www.faronpharmaceuticals.com/,http://www.faronpharmaceuticals.com/news/
"Fate Therapeutics, Inc.",http://fatetherapeutics.com/,http://ir.fatetherapeutics.com/releases.cfm?view=all
Fedora Pharmaceuticals Inc.,http://fedorapharma.com/,http://fedorapharma.com/site/news
Femta Pharmaceuticals,none,
Fera Pharmaceuticals,http://www.ferapharma.com/,http://www.ferapharma.com/press-releases
"Fibrocell Science, Inc.",http://fibrocell.com/,http://ir.fibrocell.com/phoenix.zhtml?c=253777&p=irol-news&nyo=0
"FibroGen, Inc.",http://www.fibrogen.com/,http://investor.fibrogen.com/phoenix.zhtml?c=253783&p=irol-news&nyo=0
"Fidia Farmaceutici, SpA",http://www.fidiapharma.com/,"http://www.fidiapharma.com/en/news/,35"
"FirstString Research, Inc.",http://firststringresearch.com/,http://firststringresearch.com/news/
"Five Prime Therapeutics, Inc.",http://www.fiveprime.com/,http://investor.fiveprime.com/releases.cfm
FKD Therapies Oy,none,
Flamel Technologies,http://www.flamel.com/,http://investors.avadel.com/phoenix.zhtml?c=67519&p=irol-news&nyo=0
"Flex Pharma, Inc.",http://flex-pharma.com/,http://www.flex-pharma.com/news.php
"Flexion Therapeutics, Inc.",http://flexiontherapeutics.com/,http://ir.flexiontherapeutics.com/releases.cfm?view=all
Fluorinov Pharma Inc.,none,
FORMA Therapeutics,http://formatherapeutics.com/,http://www.formatherapeutics.com/news-and-events/press-releases.php
"Formula Pharmaceuticals, Inc.",http://formulapharma.com/,http://www.formulapharma.com/news/default.asp
"ForSight VISION5, Inc.",http://forsightvision5.com/,http://forsightvision5.com/company/press/
Fortuderm Ltd.,none,
Forty Seven Inc.,http://www.fortyseveninc.com/,http://www.fortyseveninc.com/
"FORUM Pharmaceuticals, Inc.",none,
Forward Pharma A/S,http://forward-pharma.com/,http://ir.forward-pharma.com/phoenix.zhtml?c=253796&p=irol-news&nyo=0
Fresenius SE,https://www.fresenius.com/,https://www.fresenius.com/news
"Frontier Biotechnologies Co., Ltd",http://www.frontierbiotech.com/en/,http://www.frontierbiotech.com/en/news/
"Fuji Pharma Co., Ltd.",http://www.fujipharma.co.jp/,
"G1 Therapeutics, Inc.",http://www.g1therapeutics.com/,http://www.g1therapeutics.com/pages/news/pressreleases-2017.htm
Galapagos NV,http://www.glpg.com/,http://www.glpg.com/press-releases
Galderma S.A.,http://www.galderma.com/,http://www.galderma.com/News
"Galectin Therapeutics, Inc.",http://galectintherapeutics.com/,http://investor.galectintherapeutics.com/releases.cfm?view=all
Galecto Biotech AB,http://galecto.com/,http://galecto.com/news/
"Galena Biopharma, Inc.",http://galenabiopharma.com/,http://investors.galenabiopharma.com/investors/press-releases/default.aspx
"Galera Therapeutics, Inc.",http://www.galeratx.com/,http://www.galeratx.com/newsroom
Galmed Pharmaceuticals Ltd.,http://galmedpharma.com/,http://galmedpharma.investorroom.com/news
Gamida Cell Ltd.,http://www.gamida-cell.com/,http://www.gamida-cell.com/press.asp
Ganymed Pharmaceuticals AG,http://www.ganymed-pharmaceuticals.com/,http://www.ganymed-pharmaceuticals.com/news/press-releases.html
"Garnet Biotherapeutics, Inc.",none,
Gem Pharmaceuticals,http://www.gempharmaceuticals.com/,http://www.gempharmaceuticals.com/news-publications.shtml
Gemphire Therapeutics,http://gemphire.com/,http://ir.gemphire.com/phoenix.zhtml?c=254241&p=irol-news&nyo=0
Gene Signal International SA,http://genesignal.com/,http://www.genesignal.com/Latest_News.69.0.html
Genelux Corporation,http://www.genelux.com/,http://www.genelux.com/news-events/press-releases/
Generex Biotechnology Corporation,https://generex.com/,http://www.generex.com/investor
Generon (Shanghai) Corporation Ltd,http://www.generonbiomed.com/en/,http://www.generonbiomed.com/en/news.shtml
"Genervon Biopharmaceuticals, LLC",http://www.genervon.com/genervon/,http://www.genervon.com/genervon/about_pressreleases.php
"GeneScience Pharmaceuticals Co., Ltd.",http://en.gensci-china.com/gensci/,
"Genetic Immunity, LLC",http://www.geneticimmunity.com/,http://geneticimmunity.com/pr.html
Genfit SA,http://www.genfit.com/,http://www.genfit.com/press-releases/
Genmab A/S,http://www.genmab.com/,http://ir.genmab.com/releases.cfm?view=all
Genoa Pharmaceuticals,http://www.genoapharma.com/,http://www.genoapharma.com/news-and-events/
"Genocea Biosciences, Inc.",http://www.genocea.com/,http://ir.genocea.com/releases.cfm
Genoscience Pharma,http://www.genosciencepharma.com/en/,http://www.genosciencepharma.com/en/news
"Genprex, Inc.",http://www.genprex.com/,http://www.genprex.com/news-publications/news-releases/
GenSight Biologics,http://www.gensight-biologics.com/,http://www.gensight-biologics.com/index.php?page=press-releases
"Genta, Inc.",none,
Genticel S.A.,http://www.genticel.com/,http://www.genticel.com/investors/press-releases.html
"Genus Oncology, LLC",http://www.genusoncology.com/,http://www.genusoncology.com/news
"GenVec, Inc.",http://www.genvec.com/,http://www.genvec.com/media/press-releases
Geron Corporation,http://www.geron.com/,http://www.geron.com/investors/press-releases/
"gIcare Pharma, Inc.",http://gicarepharma.com/,
"Gilead Sciences, Inc.",http://www.gilead.com/,http://investors.gilead.com/phoenix.zhtml?c=69964&p=irol-news&nyo=0
GlaxoSmithKline plc,http://www.gsk.com/,http://www.gsk.com/en-gb/media/press-releases/
Glenmark Pharmaceuticals Limited,http://glenmarkpharma.com/,http://www.glenmarkpharma.com/investors/latest-announcements
Gliknik Inc.,http://www.gliknik.com/,http://www.gliknik.com/news/#toggle-id-1
"Global Blood Therapeutics, Inc.",http://www.globalbloodtx.com/,http://ir.globalbloodtx.com/phoenix.zhtml?c=254105&p=irol-news&nyo=0
"GlobeImmune, Inc.",http://www.globeimmune.com/,https://www.globeimmune.com/investors/press-releases/
"Glycadia, Inc.",http://glycadia.com/,
"GlycoMimetics, Inc.",http://glycomimetics.com/,http://ir.glycomimetics.com/releases.cfm
Glycotope Group,http://www.glycotope.com/,http://www.glycotope.com/news
Golden Biotechnology Corporation,http://www.goldenbiotech.com.tw/en/,http://www.goldenbiotech.com.tw/en/newslist.html
"GP Pharm, S.A.",http://www.gp-pharm.com/,http://www.gp-pharm.com/en/news
"Gradalis, Inc.",http://gradalisinc.com/,http://www.gradalisinc.com/index.php/about-us/news-events.html
Green Cross Corporation,http://www.greencross.com/eng/main.do,http://www.greencross.com/eng/newsroom/news_list.do?cate=CAO/C12
Greenovation Biotech GmbH,http://www.greenovation.com/,http://www.greenovation.com/press-releases.html
Guerbet LLC,http://guerbet-us.com/,http://www.guerbet-us.com/news/news.html
HAL Allergy Group,http://www.hal-allergy.com/,http://www.hal-allergy.com/nc/news/
"Halozyme Therapeutics, Inc.",http://halozyme.com/homepage/default.aspx,http://halozyme.com/newsroom/default.aspx
Hameln Pharmaceuticals GmbH,http://www.hameln.co.uk/,
"HanAll Biopharma Co., Ltd.",http://www.hanallbiopharma.com/,http://www.hanallbiopharma.com/sub_05_01.asp
"Hanmi Pharmaceutical Co., Ltd.",http://www.hanmipharm.com/,http://www.hanmipharm.com/ehanmi/handler/Company-CompanyNews
Hansa Medical AB,http://hansamedical.com/,http://hansamedical.com/en/investors-media/press-releases/
Hapten Sciences Inc.,http://www.haptensciences.com/,http://www.haptensciences.com/news
HealOr Ltd.,none,
Heart Metabolics Limited,http://www.heartmetabolics.com/,http://www.heartmetabolics.com/news/
Heat Biologics Inc.,http://www.heatbio.com/,http://www.heatbio.com/news/press-releases
"HedgePath Pharmaceuticals, Inc.",http://www.hedgepathpharma.com/#!,http://www.hedgepathpharma.com/historic-press-releases
Helix BioPharma Corporation,http://www.helixbiopharma.com/,http://www.helixbiopharma.com/category/news-releases/
"HemaQuest Pharmaceuticals, Inc.",none,
"Hemispherx Biopharma, Inc.",http://www.hemispherx.net/,http://investors.hemispherx.net/Press_Releases
HemoGenyx LLC,https://www.hemogenyx.com/,
"HenKan Pharmaceutical Co., Ltd.",none,
"High Point Pharmaceuticals, LLC",none,
"Hisamitsu Pharmaceutical Co., Inc.",http://www.hisamitsu.co.jp/english/,http://www.hisamitsu.co.jp/english/whatsnew.html
Histogenics Corporation,http://www.histogenics.com/,http://www.histogenics.com/news/press-releases
Horizon Pharma plc,http://www.horizonpharma.com/,http://ir.horizon-pharma.com/releases.cfm
HRA Pharma,http://www.hra-pharma.com/,http://www.hra-pharma.com/index.php/en/you_are/media
Hua Medicine Ltd.,http://www.huamedicine.com/,http://www.huamedicine.com/press_releases.html
Humanetics Corporation,http://www.humaneticscorp.com/,http://www.humaneticscorp.com/news
HUYA Bioscience International,http://www.huyabio.com/,http://www.huyabio.com/newsroom/press-releases/
"iBio, Inc.",http://www.ibioinc.com/,http://www.ibioinc.com/news/press-releases
iCo Therapeutics Inc.,http://www.icotherapeutics.com/,http://www.icotherapeutics.com/newsroom/
"Icon Bioscience, Inc.",http://iconbioscience.com/,http://iconbioscience.com/news/
"Idera Pharmaceuticals, Inc.",http://www.iderapharma.com/,http://ir.iderapharma.com/phoenix.zhtml?c=208904&p=irol-news&nyo=0
Igenica Biotherapeutics,http://www.igenica.com/,
"Ignyta, Inc.",https://ignyta.com/,https://ignyta.com/investors/press-releases/
"IGXBio, Inc.",http://igxbio.com/,http://igxbio.com/
"Ildong Pharmaceutical Co., Ltd.",http://www.ildong.com/eng/,http://www.ildong.com/eng/
Imaxio SA,http://www.imaxio.com/,http://www.imaxio.com/news.html
ImCyse S.A.,http://www.imcyse.com/,http://www.imcyse.com/en/news
immatics biotechnologies GmbH,http://immatics.com/,http://immatics.com/investors-media/press-releases/
Immodulon Therapeutics Ltd.,http://immodulon.com/,http://immodulon.com/news
"Immtech Pharmaceuticals, Inc.",http://immtechpharma.com/,http://immtechpharma.com/newsreleases.html
Immune Design Corporation,http://www.immunedesign.com/,http://www.immunedesign.com/news-releases-publications/
Immune Pharmaceuticals Ltd.,http://www.immunepharma.com/,http://www.immunepharma.com/investor-information/press-releases/
"Immune Response BioPharma, Inc.",http://www.immuneresponsebiopharma.com/,http://www.immuneresponsebiopharma.com/Pages/PressReleases.aspx
Immunicum AB,http://immunicum.se/,http://immunicum.se/news-events/press-releases/
"ImmunoCellular Therapeutics, Ltd.",http://www.imuc.com/,
Immunocore Ltd.,http://www.immunocore.com/,http://www.immunocore.com/news/category/press-releases
"ImmunoGen, Inc.",http://www.immunogen.com/,http://investor.immunogen.com/releases.cfm?view=all
"Immunomedics, Inc.",http://www.immunomedics.com/,http://www.immunomedics.com/news-2017.shtml
"Immunovative Therapies, Ltd.",http://www.immunovative.com/,http://www.immunovative.com/news/news
ImmuPharma PLC,http://www.immupharma.org/,http://www.immupharma.org/news/2017
Immuron Ltd,http://www.immuron.com/,http://www.immuron.com/investor-centre/company-media/
"Impax Laboratories, Inc.",http://www.impaxlabs.com/,http://investors.impaxlabs.com/Media-Center/Press-Releases/default.aspx
"Implicit Bioscience, Ltd.",http://www.implicitbioscience.com/,
"Imprimis Pharmaceuticals, Inc.",http://www.imprimisrx.com/,http://irdirect.net/IMMY/press_releases?years_pagination=1&template=pr_immy&pagination=1&per_page=5
